0x00000020: Kuke
0x00069ab5: 咩
0x00069ae2: "Uh
0x00069ae6: "
0x00069aea: ｣
0x00069aee: ｣
0x00069afe: ah
0x00069b12: "⑮"
0x00069b1e: "
0x00069b2a: “Youkai”
0x00069b36: "
0x00069b4e: "
0x00069b7e: "
0x00069b96: "
0x00069bb2: "
0x00069bd6: "
0x00069bf2: ･desire
0x00069c80: Yu
0x00069c89: 咩
0x00069d16:
0x00069d1a: Eh
0x00069d1e: Ugh
0x00069d22: Yes
0x00069d26: A
0x00069d2a: ｰﾟ
0x0006a00a: M
0x0006a05e: ł
0x0006a062:
0x0006a066: ⓮
0x0006a06a: Gorge
0x0006a06e: Small
0x0006a072: Eaves
0x0006a076: Mixed
0x0006a07a: Shio
0x0006a07e: Ξ
0x0006a082: 佈
0x0006a086: Grip
0x0006a08a: Ogi
0x0006a08e: Sorry
0x0006a092: Small
0x0006a0a2: l
0x0006a0a6: ̠
0x0006a0b6: Ξ
0x0006a0d6: Ξ
0x0006a116: Grip
0x0006a15d: Passed away
0x0006a16d: Last
0x0006a175: So-called
0x0006a1cf: Effective
0x0006a220:
0x0006a22e: YES
0x0006a232: Eh
0x0006a236: Ugh
0x0006a23a: Yes
0x0006a23e: A
0x0006a242: ｰﾟ
0x0006a260: Uuu
0x0006a276:
0x0006a27a: ｰﾟ
0x0006a2b6: Fu
0x0006a2ba: Haku
0x0006a2c2: Kasu
0x0006a2e4: 乖
0x0006a2fe: Yeah
0x0006a302: Ka
0x0006a306: O
0x0006a30a: Eh
0x0006a30e: Ugh
0x0006a312: Yes
0x0006a316: A
0x0006a31a: ｰﾟ
0x0006a339: Dani
0x0006a349: 𡑮
0x0006a39d: 𠂉
0x0006a3c6: Tsuso
0x0006a3ce: ts
0x0006a41e:
0x0006a43c: 乖
0x0006a45d: Kai
0x0006a474: 矬
0x0006a47d: Horse mackerel
0x0006a484: 琰
0x0006a4ac: 矬
0x0006a4c2: Son
0x0006a4c6: Senmi
0x0006a4ca: Thank you
0x0006a4ce: Kan
0x0006a4d2: On
0x0006a4d6: En
0x0006a4da: Ugh
0x0006a4de: In
0x0006a4e2: Ann
0x0006a4e6: ーn
0x0006a4ed: Dani
0x0006a4f6: ､ｯ
0x0006a532: "
0x0006a54a: ｣
0x0006a56b: Dig
0x0006a59a: ｣
0x0006a5b1: Azusa
0x0006a5de: "
0x0006a5e8: 乖
0x0006a5ed: Bay
0x0006a610: 矬
0x0006a619: Spine
0x0006a62c: 琰
0x0006a641: ee
0x0006a664: 矬
0x0006a66e: That
0x0006a672: Hey
0x0006a676: ☐
0x0006a67a: Ka
0x0006a67e: O
0x0006a682: Eh
0x0006a686: Ugh
0x0006a68a: Yes
0x0006a68e: A
0x0006a692: ｰﾟ
0x0006a6d2: ｣,
0x0006a6ee: Taa
0x0006a6f6: Taa
0x0006a711: 颫
0x0006a71d: 𡑮
0x0006a75a: o
0x0006a776: “Nail
0x0006a7df: 曛
0x0006a80b: Dragon
0x0006a827: Tatsumi
0x0006a93b: insect
0x0006a94a: YES
0x0006a94e: Ugh
0x0006a952: Yes
0x0006a956: A
0x0006a95a: ｰﾟ
0x0006a96a: Re
0x0006a96e: l
0x0006a98a: Ξ
0x0006a992:
0x0006a9c3: Sake
0x0006aa3a: YES
0x0006aa5a: YES
0x0006aa5e: ｰﾟ
0x0006aaca: YES
0x0006aad2: ｰﾟ
0x0006aae6: ˘
0x0006aaf5: yita
0x0006ab15: 倨
0x0006ab3d: 姶
0x0006ab50: Takashi
0x0006ab86:
0x0006ab8a: ☐
0x0006ab8e: KA
0x0006ab92: O
0x0006ab96: Eh
0x0006ab9a: Ugh
0x0006ab9e: Yes
0x0006aba2: A
0x0006aba6: ｰﾟ
0x0006abbd: Cape
0x0006abf2: ･ｯ
0x0006abf6: Ah
0x0006abfe: Eh?
0x0006ac2d: Quiet
0x0006ac31: That
0x0006ac60: Takashi
0x0006ac92:
0x0006ac9a: s
0x0006aca5: 倥
0x0006aca9: Shizu
0x0006acd8: Takashi
0x0006ace6: ”Takumi
0x0006acea: Yeah
0x0006acee: ze
0x0006acf2: ｷﾟ
0x0006acf6: Ka
0x0006acfa: O
0x0006acfe: E
0x0006ad02: Ugh
0x0006ad06: Yes
0x0006ad0a: A
0x0006ad0e: ｰﾟ
0x0006ad25: Print
0x0006ad2d: 𡑮
0x0006ad60: 琪
0x0006ad7a: YES
0x0006ad82: Ugh
0x0006ad86: Yes
0x0006ad8a: A
0x0006ad8e: ｰﾟｺｦ
0x0006ada2: Yeah
0x0006adaa: Ugh
0x0006adb2: Yes
0x0006adb6: A
0x0006adba: ｰﾟｺｦ
0x0006addd: mute
0x0006ade9: Passed away
0x0006adf8: To
0x0006ae2a: YES
0x0006ae3c: KO
0x0006ae5e: YES
0x0006ae62: Eh
0x0006ae66: Ugh
0x0006ae6a: Yes
0x0006ae6e: A
0x0006ae72: ｰﾟﾄ･
0x0006ae88: Hey
0x0006aeaa: YES
0x0006aeae: Eh
0x0006aeb2: Ugh
0x0006aeb6: Yes
0x0006aeba: A
0x0006aebe: ｰﾟﾄ･
0x0006aeca: E
0x0006aece: Ugh
0x0006aed2: Yes
0x0006aed6: A
0x0006aeda: ｰﾟ
0x0006af01: Passed away
0x0006af0d:
0x0006af19: 𡑮
0x0006afe2: Yeah
0x0006b026:
0x0006b02a: Ka
0x0006b02e: O
0x0006b032: Eh
0x0006b036: Ugh
0x0006b03a: Yes
0x0006b03e: A
0x0006b042: ｰﾟ
0x0006b0ed: dumb
0x0006b134: 𨛺
0x0006b188: Ta
0x0006b194: Ta
0x0006b1a0: Ta
0x0006b1ac: Ta
0x0006b1b8: Ta
0x0006b1c4: Ta
0x0006b1d0: Ta
0x0006b1dc: Ta
0x0006b1e8: Ta
0x0006b1f4: Ta
0x0006b200: Ta
0x0006b20c: Ta
0x0006b214: Raincoat
0x0006b232:
0x0006b236: s
0x0006b23a: ☐
0x0006b23e: Ka
0x0006b242: O
0x0006b246: Eh
0x0006b24a: Ugh
0x0006b24e: Yes
0x0006b252: A
0x0006b256: ｰﾟ
0x0006b285: Print
0x0006b2b2: "
0x0006b2d1: Eagle
0x0006b32e: yiiwa
0x0006b355: Peng
0x0006b38e: YES
0x0006b392:
0x0006b396: ☐
0x0006b39a: Ka
0x0006b39e: O
0x0006b3a2: Eh
0x0006b3a6: Ugh
0x0006b3aa: Yes
0x0006b3ae: A
0x0006b3b2: ｰﾟ
0x0006b3ca: Re
0x0006b3e2: l
0x0006b3f2: Re
0x0006b41a: Re
0x0006b43a: l
0x0006b44e: l
0x0006b46e: Re
0x0006b486: l
0x0006b496: Re
0x0006b4a6: ヰ
0x0006b4be: Uh
0x0006b4d4: ﾟﾛ
0x0006b4fa: l
0x0006b502:
0x0006b516:
0x0006b522: ø
0x0006b53e: ⓺
0x0006b56a: 葆
0x0006b5aa: ø
0x0006b5ae: 蕈
0x0006b5b8: ⇄
0x0006b61e: l
0x0006b632:
0x0006b6a2: ø
0x0006b742: Chrysalis
0x0006b776: 篧
0x0006b7b9: 丐
0x0006b7dd: Passed away
0x0006b80f: 0x0006b80f:
0x0006b84e: yiiwa
0x0006b87f: Tsutsumi
0x0006b88a: “Decoration
0x0006b8ba: "
0x0006b8be: “Quasi
0x0006b8c2: YES
0x0006b8c6: Ka
0x0006b8ce: O
0x0006b8d2: Eh
0x0006b8d6: Ugh
0x0006b8da: Yes
0x0006b8de: A
0x0006b8e2: ｰﾟ
0x0006b8f2: ł
0x0006b8fe: ł
0x0006b902: l
0x0006b90e:
0x0006b912: ö
0x0006b91e: ̠
0x0006b956: tee
0x0006b966: ł
0x0006b971: 𡑮
0x0006b97d: Mausoleum
0x0006b985: Print
0x0006b9ae: Yeah
0x0006b9c2: Ugh
0x0006b9c6: Yes
0x0006b9ca: A
0x0006b9ce: ｰﾟ
0x0006b9e9: 𡑮
0x0006b9f5: Mausoleum
0x0006b9fd: Print
0x0006ba26:
0x0006ba3a: Ugh
0x0006ba3e: Yes
0x0006ba42: A
0x0006ba46: ｰﾟ
0x0006bb02: l
0x0006bb26: ΞTa
0x0006bb68:
0x0006bb82:
0x0006bb86: Yes
0x0006bb8a: A
0x0006bb8e: ｰﾟ
0x0006bba5: Print
0x0006bbad: 𡑮
0x0006bbe8:
0x0006bc02: YES
0x0006bc06: Ugh
0x0006bc0a: Yes
0x0006bc0e: A
0x0006bc12: ｰﾟ
0x0006bc91: 漐
0x0006bcb5: 滷
0x0006bccd: 灵
0x0006bcd3: Wu
0x0006bcef: Drama
0x0006bd21: Shen
0x0006bd5d: Shen
0x0006bd72:
0x0006bd76: A
0x0006bd7a: ｰﾟ
0x0006bd91: 滷
0x0006bd95: Shen
0x0006bda9: War
0x0006bdb2: ･Kunsei
0x0006bdc3: Excavation
0x0006be76: Mosquito
0x0006bea1: 驄
0x0006bed1: Roasted
0x0006beee: Sorry
0x0006bef1: Shen
0x0006bf05: 滷
0x0006bf15: Shen
0x0006bf21: 滷
0x0006bf46: Two
0x0006bf4a: Tsue
0x0006bf4e: To
0x0006bf52: Toe
0x0006bf56: Nah
0x0006bf7e: š
0x0006bf82: ˝
0x0006bf86: ⓲
0x0006bf8a: ⅱ
0x0006bf8e: 佈
0x0006bf9d: Shen
0x0006bfcd: 咩
0x0006bfd0: Huh?
0x0006bfef: Received
0x0006bffe: sir
0x0006c006: A
0x0006c00e: ｰﾟ
0x0006c02d: Passed away
0x0006c03d: 咩
0x0006c040: Huh?
0x0006c05f: Reception
0x0006c06e:
0x0006c076: Yes
0x0006c07e: A
0x0006c082: ｰﾟ
0x0006c0a5: Passed away
0x0006c0b5: 咩
0x0006c0b8: Huh?
0x0006c0d7: Reception
0x0006c0e6:
0x0006c0ee: Yes
0x0006c0f6: A
0x0006c0fa: ｰﾟ
0x0006c114: Huh?
0x0006c11f: Reception
0x0006c132:
0x0006c146: ｰﾟ
0x0006c165: Passed away
0x0006c175: 咩
0x0006c178: Huh?
0x0006c197: Reception
0x0006c1aa: YES
0x0006c1b2: Yes
0x0006c1ba: A
0x0006c1c2: ｰﾟ
0x0006c1e5: Passed away
0x0006c1f5: 咩
0x0006c1f8: Huh?
0x0006c217: Reception
0x0006c22a: YES
0x0006c232: Yes
0x0006c23a: A
0x0006c246: ｰﾟ
0x0006c262: l
0x0006c270: Huh?
0x0006c27e: YES
0x0006c29a: l
0x0006c2a4: 讙
0x0006c2b2:
0x0006c2cd: 𡑮
0x0006c2e5: Blue
0x0006c2fc: Dye
0x0006c30d: 滷
0x0006c31f: Consultation
0x0006c346:
0x0006c34a: A
0x0006c34e: ｰﾟ
0x0006c35a: l
0x0006c35e: ł
0x0006c372: , li
0x0006c376: ･リ
0x0006c37a:
0x0006c37e: Yes
0x0006c382: Neri
0x0006c386:
0x0006c38a: Se
0x0006c38e: 鍖
0x0006c392: 鍖
0x0006c39a: 恢
0x0006c3a2: , li
0x0006c3a6: ･リ
0x0006c3aa:
0x0006c3ae: Yes
0x0006c3b6: Neri
0x0006c3ba:
0x0006c3be: Sakuse
0x0006c3c2: 鍖
0x0006c3c6: 鍖
0x0006c3ca: 恢
0x0006c3ea: ､ﾘ
0x0006c3ee: None
0x0006c40a: ㊻
0x0006c40e: ･リ
0x0006c422: ↗
0x0006c432: , li
0x0006c45a: Dam
0x0006c480: 圳
0x0006c488: 埿
0x0006c490: Rhyme
0x0006c496: Little song bowl
0x0006c4a2: 增
0x0006c4a6: Enoki
0x0006c4aa: Hanging
0x0006c4b2: Bow
0x0006c4c6: , li
0x0006c4ca: Rose
0x0006c4d2: Eye
0x0006c4d8: 圳
0x0006c4e0: 埿
0x0006c4e8: Rhyme
0x0006c4ee: Child song
0x0006c512: 增
0x0006c516: Enoki
0x0006c51a: Hanging
0x0006c522: ǘ
0x0006c52a: , li
0x0006c53e: Lake
0x0006c546: ǘ
0x0006c54a: , li
0x0006c566: ǘ
0x0006c56a: , li
0x0006c56e: None
0x0006c582: 覓
0x0006c586: 鍖
0x0006c58e: 恢
0x0006c592: ､ﾘ
0x0006c596: Nari
0x0006c59a: Rose
0x0006c5aa: ､ﾘ
0x0006c5ae: No
0x0006c5b2: Rose
0x0006c5c2: , li
0x0006c5c6: No
0x0006c5ca: Rose
0x0006c5da: ､ﾘ
0x0006c5e6: Rose
0x0006c5f2: Tri
0x0006c5f6: ･リ
0x0006c60e: 增
0x0006c612: Enoki
0x0006c61a: ŋ
0x0006c62a: ̏
0x0006c642: ̏
0x0006c64a: 增
0x0006c652: Enoki
0x0006c65a: ､ﾘ
0x0006c65e: Rose
0x0006c666: ŋ
0x0006c66a: ､ﾘ
0x0006c66e: Rose
0x0006c676: ŋ
0x0006c67a: ､ﾘ
0x0006c67e: Rose
0x0006c686: ŋ
0x0006c68a: ､ﾘ
0x0006c68e: Rose
0x0006c696: ŋ
0x0006c69a: Lake
0x0006c6a2: Rose
0x0006c6a6: 覓
0x0006c6aa: 蹶
0x0006c6ae: ǘ
0x0006c6b2: ŋ
0x0006c6be: 呴
0x0006c6da: 濳
0x0006c6de: 覓
0x0006c6e2: Lake
0x0006c6e6: 覓
0x0006c6f2: ɨ
0x0006c706: К
0x0006c712: ⑫
0x0006c74a: ．
0x0006c758: Leu
0x0006c774:
0x0006c77d: 萑
0x0006c782: 覓
0x0006c786: 蹶
0x0006c78a: Eye
0x0006c792: 鍖
0x0006c79a: Й
0x0006c7a6: Й
0x0006c7ae: ,Rishi
0x0006c7b2:
0x0006c7b6:
0x0006c7ba: 膃
0x0006c7be: 膃
0x0006c7c2: ŋ
0x0006c7f2: ．
0x0006c81c:
0x0006c825: 萑
0x0006c82a: 覓
0x0006c82e: 蹶
0x0006c832: 鍖
0x0006c836: Eye
0x0006c84a: Й
0x0006c84e: Й
0x0006c85a: , Rishi
0x0006c85e:
0x0006c862:
0x0006c866: 膃
0x0006c86a: 膃
0x0006c86e: ŋ
0x0006c89a: ．
0x0006c8c4:
0x0006c8cd: 萑
0x0006c8d2: 覓
0x0006c8d6: 蹶
0x0006c8da: 鍖
0x0006c8de: 飫TE
0x0006c902: , Rishi
0x0006c906: 膃su
0x0006c90a:
0x0006c90e: 膃
0x0006c912: 膃
0x0006c916: ŋ
0x0006c93d: An
0x0006c948: Huh
0x0006c96a: YES
0x0006c972: A
0x0006c976: ｰﾟ茼
0x0006c98a:
0x0006c996: 膃
0x0006c99a: Rose
0x0006c9bd: 丐
0x0006c9c5: Passed away
0x0006c9c9: So-called
0x0006c9d4: Uu
0x0006c9e8: Bird
0x0006ca14: Smoke
0x0006ca3a: YES
0x0006ca3e: E
0x0006ca42: Ugh
0x0006ca46: Yes
0x0006ca4a: A
0x0006ca4e: ｰﾟ
0x0006ca5e: E-traffic
0x0006ca66: ．
0x0006ca79: Theory
0x0006ca7d: An
0x0006cae2: ．
0x0006cafb: 襦
0x0006cafe: Yeah
0x0006cb02: Yes
0x0006cb06: A
0x0006cb0a: ｰﾟ
0x0006cb0e: N
0x0006cb35: Explanation
0x0006cb3c: Atsushi
0x0006cb41: Cheap
0x0006cb48: Atsushi
0x0006cb54: Atsushi
0x0006cb66:
0x0006cb6a: Ugh
0x0006cb6e: Yes
0x0006cb72: A
0x0006cb76: ｜渥
0x0006cb92: ｡ﾇ
0x0006cbb2:
0x0006cbba:
0x0006cbca: ｷ鄲
0x0006cbd2: Disappear
0x0006cbe0: ̂
0x0006cc00: Oyu
0x0006cc0e: ．
0x0006cc27:
0x0006cc4e: ケ鉅ｬ
0x0006cc56: ｜诅
0x0006cc5a: YES
0x0006cc5e: ｰﾟ
0x0006cc62: Kono
0x0006cc66: Kenu
0x0006cc6a: Kunu
0x0006cc6e: Kinu
0x0006cc72: Kanu
0x0006cc76: ONU
0x0006cc7a: N
0x0006cc96: ｡To
0x0006cc9a: "To
0x0006cca2: ｣
0x0006ccae: ．R
0x0006ccb6: Cicada
0x0006ccbe: Length
0x0006ccc6: Attraction
0x0006ccce: Talk
0x0006ccdb: Sui
0x0006cce6: Well
0x0006ccf2: Q
0x0006ccfb: 腆
0x0006cd06: ∽
0x0006cd0e: Yu
0x0006cd16: ʋ
0x0006cd1e: I
0x0006cd26: Fake
0x0006cd2a: ㋛
0x0006cd36: 〠
0x0006cd3a: "To
0x0006cd3e: , To
0x0006cd46: AtoZ
0x0006cd52: ．
0x0006cd6b: yas
0x0006cda0: Q
0x0006cdbf: Spleen
0x0006cdc6: ʋ
0x0006cdce: 〠
0x0006cdd6: Yu
0x0006cdde: We
0x0006cdee: ㋛
0x0006cdf6: Fake
0x0006cdfe: Club
0x0006ce06:
0x0006ce0a: Sakai
0x0006ce0e: Well
0x0006ce16: ∽
0x0006ce1a: , li
0x0006ce1e: ･ﾘ
0x0006ce22:
0x0006ce26: Yes
0x0006ce2a: Neri
0x0006ce2e:
0x0006ce32: Sakuse
0x0006ce36: 鍖
0x0006ce3a: 閖ｼ
0x0006ce3e:
0x0006ce4e: Nue
0x0006ce56: Flag
0x0006ce72: ､ﾘ
0x0006ce76: ･ﾘ
0x0006ce7a:
0x0006ce7e: Yes
0x0006ce82: Neri
0x0006ce86: 0x0006ce86:
0x0006ce8a: Se
0x0006ce8e: 鍖
0x0006ce92:
0x0006ce96:
0x0006cea6: Nue
0x0006ceb2: Flag
0x0006cec2: ｡
0x0006cec6: ∽
0x0006ceda: ､ﾘ
0x0006cede: None
0x0006cf02: 恢
0x0006cf0a: , li
0x0006cf1e: ǘ
0x0006cf22: Lake
0x0006cf36: 刁
0x0006cf46: ⑫
0x0006cf6a: Lake
0x0006cf7e: ⓩ
0x0006cf82: iri
0x0006cf86: Nori
0x0006cf96: ɨ
0x0006cf9e: Cheers
0x0006cfa6: Rabbit
0x0006cfca: Yasu
0x0006cfce: Tri
0x0006cfd2: No
0x0006cfd6: 2
0x0006cfda: ﾇ
0x0006cfde: Hana
0x0006cfe2: Jeri
0x0006cfe6: Muscle
0x0006cfea: Shari
0x0006cfee:
0x0006cff2: Sakuse
0x0006cff6: 鍖
0x0006cffa: 鍖ロ
0x0006d010: 漐ｫ
0x0006d02a: Yasu
0x0006d081: 歯
0x0006d089: 猜
0x0006d098: River
0x0006d0a2: Y
0x0006d0aa: Be
0x0006d0c9: 闗
0x0006d107: Ken
0x0006d13d: tongue
0x0006d153:
0x0006d162: -
0x0006d166: Ah
0x0006d16e: "
0x0006d18c:
0x0006d1b2: YES
0x0006d1b6: Ugh
0x0006d1ba: Yes
0x0006d1be: A
0x0006d1c2: ｰﾟ
0x0006d1e5: 闗
0x0006d1f0:
0x0006d234: Chi
0x0006d23f: Interest
0x0006d288: Chi
0x0006d293: Alcohol
0x0006d2a5: 咩
0x0006d2b8: To
0x0006d2f0: To
0x0006d2fa: sir
0x0006d2fe: YES
0x0006d302: A
0x0006d306: ｰﾟ
0x0006d35e:
0x0006d36b: Chota
0x0006d39e: YES
0x0006d3a2: ｰﾟ
0x0006d418:
0x0006d422:
0x0006d426: ｰﾟ
0x0006d445: Last
0x0006d44d: Print
0x0006d474: Drilling
0x0006d4c8: To
0x0006d51b: "I
0x0006d53a: cough
0x0006d543: Chota
0x0006d5c6: Ta
0x0006d5d2: Dani
0x0006d5de: ⓮
0x0006d5e3: Shigeru
0x0006d5e6: YES
0x0006d5ea: s
0x0006d5ee: ☐
0x0006d5f2: Ka
0x0006d5f6: O
0x0006d5fa: Eh
0x0006d5fe: Ugh
0x0006d602: Yes
0x0006d606: A
0x0006d60a: ｰﾟ
0x0006d626: Agata
0x0006d64d: 壎
0x0006d67f: Chota
0x0006d6be: YES
0x0006d6c2: A
0x0006d6c6: ｰﾟ
0x0006d6de: Pa
0x0006d70f: Borrow
0x0006d716:
0x0006d726: ｰﾟ
0x0006d768: Air
0x0006d776: YES
0x0006d795: 𡑮
0x0006d799: Sliding
0x0006d7e1: Lotus
0x0006d7ec: Air
0x0006d82a: š
0x0006d82e: ˝
0x0006d832: ⓲
0x0006d836: ⅱ
0x0006d83a: 佪
0x0006d83e: 侔
0x0006d842: Reed
0x0006d846: 斡
0x0006d863: Death
0x0006d87a: ʕ
0x0006d87e: ⁂
0x0006d882: 咡
0x0006d886: Shadow
0x0006d8a4: ɔ
0x0006d8b7: Coral
0x0006d8c3: Company
0x0006d8c6: That
0x0006d8ca: Eh
0x0006d8ce: Ugh
0x0006d8d2: Yes
0x0006d8d6: A
0x0006d8da: ｰﾟ
0x0006d920: Air
0x0006d932: p
0x0006d93a: YES
0x0006d93e: ヰ
0x0006d94a: p
0x0006d956:
0x0006d974: Ne
0x0006d987: Tilt
0x0006d9a6: Agata
0x0006d9dc: Air
0x0006d9ee: YES
0x0006d9f2: ｰﾟ
0x0006da38: Air
0x0006da46:
0x0006da64: Bug
0x0006da77: Tilt
0x0006dab5: Cheap
0x0006dacc: Air
0x0006dada: û
0x0006daea: p
0x0006dafa: ヰ
0x0006db36:
0x0006db4e: YES
0x0006db5f: 闗
0x0006db6f: 闗
0x0006db7f: 闗
0x0006db96:
0x0006db9a: A
0x0006db9e: ｰﾟ
0x0006dbd5: cheap
0x0006dbec: Air
0x0006dbfa: ヰ
0x0006dc0a: p
0x0006dc22: p
0x0006dc2a: YES
0x0006dc56: YES
0x0006dc6e: sir
0x0006dc8b: 闗
0x0006dc9b: 闗
0x0006dcb2: YES
0x0006dcb6: A
0x0006dcba: ｰﾟ
0x0006dd09: So-called
0x0006dd0c: Air
0x0006dd1a: ヰ
0x0006dd2a: p
0x0006dd56:
0x0006dd6e: s
0x0006dd72: ヰ
0x0006dd86:
0x0006dd8a: p
0x0006dd96: ヰ
0x0006dda2: p
0x0006ddb2: p
0x0006ddb6: p
0x0006ddc6: p
0x0006ddce: s
0x0006ddee: sir
0x0006ddf2: A
0x0006ddf6: ｰﾟ
0x0006de1d: 闗
0x0006de25: dumb
0x0006de33: Chota
0x0006de9e: YES
0x0006dea2: Yes
0x0006dea6: Ah
0x0006deaa: ｰﾟ
0x0006dec5: Print
0x0006decd: 𡑮
0x0006ded4: Air
0x0006df2e: B
0x0006df42: Mia
0x0006df4a: Tsha
0x0006df62:
0x0006df66: Yes
0x0006df6a: A
0x0006df6e: ｰﾟ
0x0006df8d: 闗
0x0006df95: dumb
0x0006dfce: B
0x0006dfdf: TTTA
0x0006e03a: YES
0x0006e03e: Yes
0x0006e042: A
0x0006e046: ｰﾟ
0x0006e088: Air
0x0006e0ca: Natural vinegar
0x0006e0ce: Tosu
0x0006e0fa: s
0x0006e125: 闗
0x0006e12d: Dumb
0x0006e13b: ya
0x0006e1a2: YES
0x0006e1a6: Yes
0x0006e1aa: A
0x0006e1ae: ｰﾟ
0x0006e20a: YES
0x0006e262:
0x0006e2ba: sir
0x0006e2dd: 闗
0x0006e2ed: dumb
0x0006e2fb: ya
0x0006e37e: YES
0x0006e382: Yes
0x0006e386: A
0x0006e38a: ｰﾟ
0x0006e3ee: YES
0x0006e3f2: ｰﾟ
0x0006e45a: YES
0x0006e45e: ｰﾟ
0x0006e4be: YES
0x0006e4c2: ｰﾟ
0x0006e52a: YES
0x0006e52e: ｰﾟ
0x0006e58a: YES
0x0006e592: Ugh
0x0006e59a: YES
0x0006e5a2: VIO
0x0006e5ff: ear
0x0006e61e: YES
0x0006e622: Ugh
0x0006e626: Yes
0x0006e62a: A
0x0006e62e: ｰﾟ
0x0006e64e: YES
0x0006e696:
0x0006e69a: Ugh
0x0006e69e: Yes
0x0006e6a2: A
0x0006e6a6: ｰﾟ
0x0006e6b2: Ugh
0x0006e6b6: Yes
0x0006e6ba: A
0x0006e6be: ｰﾟ
0x0006e6d1: 硏
0x0006e701: 潺
0x0006e709: Scarlet
0x0006e719: Aya
0x0006e7fa:
0x0006e7fe: Na
0x0006e802: ﾉ鬒
0x0006e832: ﾂ䯨
0x0006e885: 闗
0x0006e89c: Io
0x0006e8ae: "
0x0006e960: Mio
0x0006e97b: っﾐ
0x0006e990: Mio
0x0006ea76:
0x0006eab2: So
0x0006eab6: s
0x0006eaba: ｷﾟ
0x0006eabe: KA
0x0006eac2: O
0x0006eac6: E
0x0006eaca: Ugh
0x0006eace: Yes
0x0006ead2: A
0x0006ead6: ｰﾟ
0x0006eae9: 𡑮
0x0006eb00:
0x0006eb10: Koshi
0x0006eb1e: That's it
0x0006eb2a: YES
0x0006eb2e: A
0x0006eb32: ｰﾟ
0x0006eb4c: Io
0x0006eb64: Connect
0x0006eb7a: YES
0x0006eb9e: ｰﾟｰ
0x0006ebbe: Yeah
0x0006ebca: ｰﾟ
0x0006ebed: Breeding
0x0006ec05: Core
0x0006ecae: l
0x0006ecbd: 黻
0x0006ecdd: 黻
0x0006ed7d: Breeding
0x0006ed95: Breeding
0x0006edad: Breeding
0x0006edc5: Breeding
0x0006ee75: Core
0x0006ee92: ö
0x0006eeb9: 黻
0x0006eee2:
0x0006efea: Ton
0x0006eff2: Nan
0x0006effe: Hin
0x0006f0ca:
0x0006f0ea: ℏ
0x0006f0fa: Five
0x0006f10e: Agent
0x0006f1c6: Ξ
0x0006f1ce: 佈
0x0006f1d2: ⓮
0x0006f1d6: Direction
0x0006f1da: Print
0x0006f1de: ʕ
0x0006f1e2: Revised
0x0006f1e6: Shadow
0x0006f1ea: Ku
0x0006f1ee: Abandoned
0x0006f1f2: Zhou
0x0006f1f6: Decoration
0x0006f1fa: line
0x0006f20a: ｰﾟ
0x0006f306: Lottery
0x0006f38a:
0x0006f3da: Kad
0x0006f3de: hmm
0x0006f44d: Minister
0x0006f489: Marshal
0x0006f4d5: Job
0x0006f509: Candle
0x0006f541: Parent
0x0006f5a1: Breeding
0x0006f5b9: Core
0x0006f605: Core
0x0006f635: Core
0x0006f649: Core
0x0006f65d: Breeding
0x0006f679: Core
0x0006f703: Head
0x0006f711: Breeding
0x0006f735: Core
0x0006f769: 硏
0x0006f77a: Po
0x0006f782:
0x0006f7b3: key
0x0006f7e2:
0x0006f7ed: Core
0x0006f801: Breeding
0x0006f821: Core
0x0006f99e: 窗
0x0006f9d9: 禸
0x0006f9fe: sir
0x0006fa02: Ka
0x0006fa06: O
0x0006fa0a: Eh
0x0006fa0e: Ugh
0x0006fa12: Yes
0x0006fa16: A
0x0006fa1a: ｰﾟ
0x0006fa3c: Io
0x0006fa41: 𡑮
0x0006fa5b: ears
0x0006fa83: ear
0x0006fab2: Yeah
0x0006fab6: Yes
0x0006faba: A
0x0006fabe: ｰﾟ
0x0006faca: Ma
0x0006fb4f: Eagle
0x0006fb75: Wipe
0x0006fbaf: ku
0x0006fbc4: Head
0x0006fbda: YES
0x0006fbde: Yes
0x0006fbe2: A
0x0006fbe6: ｰﾟ
0x0006fc4c: Io
0x0006fc51: Last
0x0006fc55: 咩
0x0006fc6b: っYako
0x0006fc88: Crane
0x0006fd5c: 腅
0x0006fd9e: ｢Shield
0x0006fdef: Ɠ
0x0006fe10: 腅
0x0006fe72: ｣Office
0x0006ff4e: YES
0x0006ff52: Ka
0x0006ff56: O
0x0006ff5a: Eh
0x0006ff5e: Ugh
0x0006ff62: Yes
0x0006ff66: A
0x0006ff6a: ｰﾟ
0x0006ff84: Io
0x0006ffab: Carp
0x0006ffbb: ﾞTa
0x0006ffd2: ㇿ
0x0006ffda: YES
0x00070007: 鼗
0x00070026:
0x0007002a: ｰﾟ
0x00070060: Io
0x00070088: Me
0x000700ba: "Wow
0x000700ea: YES
0x000700ee: Yes
0x000700f2: A
0x000700f6: ｰﾟ
0x000702be: YES
0x000702c6: O
0x000702ca: Eh
0x000702ce: Ugh
0x000702d2: Yes
0x000702d6: A
0x000702da: ｰﾟ
0x0007033e: Two
0x000703c6:
0x000703e1: Consultation
0x0007040a: -
0x00070416: -
0x00070419: 絜ｮ
0x00070422: -
0x00070435: Prayer
0x0007044d: 綃
0x00070498: Chi
0x000704d7: Weak
0x000704dd: Lotus
0x0007050d: Yasu figure
0x00070572: n
