0x20: Kuke
0x4682e :
0x46872: Swamp
0x468a6: "
0x468e6: ''Swamp
0x4691e: ･ｯ
0x4693e : ̠Ta
0x46950 : Responsibility ,
0x46996: "Swamp
0x46ad9: .
0x46b7e: ” Martyr
0x46b96: , Sou
0x46b9e: ･Mune
0x46bf6: Smoke
0x46d72: "Vertical
0x46d7e: -ﾟ
0x46da2: ” station
0x46db6: ” Sou
0x46e06: ･Introduction
0x46e7e: ” quasi
0x46e98: Tame
0x46f6a: ･Introduction
0x46fae: ･Introduction
0x46fd4: Wait
0x4702e: -ﾟ
0x47032: A
0x47036: Yes
0x4703a: Uh
0x4703e: E
0x47042 :
0x47046 :
0x4704a :
0x4704e :
0x47052 :
0x4712a :
0x4722e :
0x4728a: -ﾟ
0x47292: A
0x4729e: -ﾟ
0x472a6: A
0x472b6: A
0x47382: -
0x4740a: -ﾟ
0x4740e: A
0x47412: Yes
0x47416: Uh
0x4741a: Eh
0x4741e: O
0x47422 :
0x47426: K
0x4742a :
0x474b2: "
0x47516: -
0x47522: -
0x475e6: -ﾟ
0x475ea: A
0x475ee: Yes
0x475f2: Uh
0x475f6: E
0x475fa: O
0x475fe :
0x4769a: -ﾟ
0x476a2: A
0x476b6: -
0x476fe: -ﾟ
0x47802: -
0x4789b :
0x478b6: -Remaining
0x47983 :
0x479ca: -ﾟ
0x47b2f :
0x47b4f:ｮ薢
0x47b7a: -ﾟ
0x47c16: -
0x47c46: -
0x47c4a: A
0x47c4e :
0x47c52: Uh
0x47c56: E
0x47c5a: O
0x47c5e: K
0x47c62: K
0x47c66 :
0x47caa: ”Dig
0x47d34: Mi 笯限
0x47e0c: Mini limit
0x47ee4: Mi 笯 限
0x47f8e: Uh
0x47fae:ｰﾟ
0x47fb6: A
0x47fbe :
0x47fc6: Eh
0x48002 :
0x4800a :
0x48012: K
0x48016 :
0x4801a :
0x4804a:ｰﾟ｢
0x48052: A
0x4805a: Yes
0x4805e: Uh
0x48062: Eh
0x48066: O
0x4806a :
0x4806e :
0x48072 :
0x48076 :
0x4808a: -ﾟ
0x48092: A
0x4809a: Ita
0x480a2: Uh
0x480ac: Wameni digging
0x480b6: Eh
0x480be: Otaku
0x480c6 :
0x480ca: K
0x480ce :
0x480d2 :
0x480ec:ﾆﾋ
0x4813e: -ﾟ
0x48166: -
0x4816e: A
0x48176: Yes
0x4817e: Uh
0x48189: Digging
0x48192: Eh
0x4819a: O
0x4819e :
0x481a2: K
0x481a6 :
0x481aa :
0x481c2: -
0x481ca: A
0x481d2: Ita
0x481da: Uh
0x481e4: Wameni digging
0x481ee: Eh
0x481f6: Otaku
0x481fe :
0x48202: K
0x48206 :
0x4820a :
0x4821e: Uh
0x4822a:ｰﾟﾊ
0x48232: A
0x4823a: Yes
0x4823e: E
0x48242 :
0x48246 :
0x4824a :
0x4824e :
0x48252 :
0x4827e:ｰﾟﾂ
0x48286: A
0x4828e: Yes
0x48292: Uh
0x48296: Eh
0x4829a: O
0x4829e :
0x482a2: K
0x482a6 :
0x482aa :
0x482be: -ﾟ
0x482c6: A
0x482ce: Yes
0x482d2: Uh
0x482d6: Eh
0x482da :
0x482de: K
0x482e2: K
0x482e6 :
0x482ea :
0x48354: Mikasa
0x483ee: -ﾟ
0x484ea:ｰﾟ
0x485a6: -
0x485aa: A
0x485ae: Yes
0x485b2: Uh
0x485b6: Eh
0x485ba: O
0x485be: K
0x485c2 :
0x485c6 :
0x485ca :
0x4861c : Area
0x48692: -
0x486dd: Me
0x48700: Takumi
0x4870e: Drama
0x48772: -
0x487bd: Me･
0x487e0: TA
0x4880c:魃靳
0x4883a: "
0x48846 :
0x4884e: ┓Ta
0x488be: Uh
0x488c6: A
0x488ce: -ﾟ
0x488d2: Yes
0x488da: Eh
0x488de: O
0x488e2 :
0x488e6 :
0x48902: A
0x4890e: "
0x48916: -
0x4891e: Yes
0x48922: Uh
0x48926: Eh
0x4892a: O
0x4892e :
0x48932 :
0x48936 :
0x48952: -
0x489be: Limit
0x489ec:魃靳
0x48a36 :
0x48a3f :
0x48a46 :
0x48aaa: A
0x48aba: Uh
0x48ac6:ｰﾟ
0x48ace :
0x48ad2: E
0x48ad6: O
0x48ada: K
0x48ade :
0x48af2: -ﾟ
0x48b58: Tasaka
0x48bc6: "
0x48bce :
0x48bde :
0x48bee :
0x48c37 :
0x48c4a: -ﾟ
0x48c95: Me
0x48cb8:ﾗﾗ
0x48cc6: Drama
0x48d36 :
0x48dba:ｰﾟ
0x48e05: M
0x48e58:魃靳
0x48e9e: Ayuta
0x48eae :
0x48f0a: -ﾟ
0x48f0e: A
0x48f12: Yes
0x48f16: Uh
0x48f1a: E
0x48f1e: O
0x48f22 :
0x48f26 :
0x48f52 :
0x48f62 :
0x48f80:ﾏﾏ
0x48fb8: ￥ﾮ
0x48fbe:ﾆﾦ
0x49036 :
0x49074: Ta
0x490c6 :
0x49167: Chota
0x49176 :
0x49237: Hey
0x49246: "Swamp
0x492f6: -
0x492fa: A
0x492fe :
0x49302: Uh
0x49306: Eh
0x4930a: O
0x4930e :
0x49312: K
0x49316 :
0x4931a :
0x49338: Ta
0x493ae: ㊤畈
0x493be :
0x493d2 :
0x493e8: Ta
0x49420: Ta
0x4945a: "
0x4945e :
0x49462 :
0x4946c: Ta
0x49478 :
0x4953d: Yuna
0x4955e: Roasted
0x4958a: "
0x49596: "
0x495a3: Cannon
0x495c1: ∴ Sou
0x495ca: "Ah
0x495d2 :
0x495d6: ･｣Ta
0x495de: Ah」
0x4963e: 」」
0x4964e: "
0x49656: "
0x49676: “Stop
0x49686: "
0x496a2: "
0x496b6: "
0x496d4 :
0x496e4: Ta
0x496e8: To
0x4973a: "Swamp
0x49762: "
0x4979c :
0x497bb :
0x497d8 :
0x497ec: To
0x49822: "Rust
0x49846: "
0x498da:ｦMonka
0x49970 :
0x499ae: Osu
0x499b6: "Quiet
0x499c6: ,
0x499d2: Wow
0x499da: "
0x499de: ｣
0x499e6: ､
0x499ea:ｰﾟ
0x499ee: A
0x499f2: Yes
0x499f6: Uh
0x499fa: E
0x499fe: O
0x49a02 :
0x49a06: K
0x49a0a :
0x49a0e :
0x49a12: N
0x49a3f :
0x49a9c :
0x49b0c: Mori
0x49be6: "
0x49c12: "
0x49cd6: Gita
0x49d23 :
0x49dfb :
0x49e1a: lshi
0x49e3b :
0x4a03e: ｣
0x4a066: “Small
0x4a06e: -ﾟ
0x4a07e: “嘗
0x4a086 :
0x4a0a2: "Scar
0x4a0aa: -ﾟ
0x4a0be :
0x4a0c6:ｰﾟ婺
0x4a126: Te ridge
0x4a13a :
0x4a166: Whaaa?
0x4a16e :
0x4a176 :
0x4a17d :
0x4a1be: Tyo
0x4a22a: "
0x4a23a: "
0x4a286: "Shun
0x4a296: “Quasi
0x4a2ee: "Shun
0x4a2fe: "Process
0x4a317 :
0x4a359: í
0x4a375: ì
0x4a482 :
0x4a4a2: Toyo
0x4a4c4: Rea
0x4a4d0: Rea
0x4a5d6 :
0x4a6c8:橒、
0x4a6ee: ｢
0x4a6f4: Yaso
0x4a71a: -ﾟ
0x4a71e: A
0x4a722: Yes
0x4a726: Uh
0x4a72a: E
0x4a72e: O
0x4a732 :
0x4a736: K
0x4a73a :
0x4a73e :
0x4a78e: -ﾟ
0x4a7da: "Ah
0x4a7fe: "Ah
0x4a81a: "Ah
0x4a83e: ｣
0x4a846 :
0x4a84e: "
0x4a87a: Mumhe
0x4a88b: Shape
0x4a8ba: Nagori
0x4a8fe: "Ah
0x4a90e: Ah
0x4a91e: " "
0x4a922: " "
0x4a94e: Ah
0x4a95a: "Ah
0x4a95e: "Shield
0x4a98a: Swamp
0x4a9b7: Yotamo
0x4a9d2: , Sou
0x4a9ea: ､
0x4a9f2: Eh?
0x4a9fa: Yeah
0x4aa5a: " "
0x4aab8: Mimo
0x4aaca: , So
0x4aad2: Eh
0x4aae2 :
0x4aaea: Oh
0x4ab4e: " "
0x4aba2 :
0x4abaa: "Ah
0x4abca: "Ah
0x4abd6: " "
0x4abde :
0x4ac32: "Ah
0x4ac36 :
0x4ac3e: 」」
0x4ac64: Kon･
0x4ac8a: " "
0x4ac8e: ｣
0x4ac96: Wah
0x4ac9e :
0x4acbe: "
0x4acca :
0x4acda: "Ah
0x4ace6: " "
0x4acee: ｣
0x4ad0e: "
0x4ad1e :
0x4ad2e: "
0x4ad36: "
0x4ad6c: -｡
0x4ad86 :
0x4ad8a: "Ah
0x4ad92: "
0x4ae06 :
0x4ae0a: "
0x4ae12 :
0x4af10:滷ъ
0x4af5e: "Ah
0x4af66: Ah
0x4af72: Yes
0x4afaa: "Ah
0x4afae: Ah
0x4afb6: Yes
0x4afea: Ah
0x4afee: Ah
0x4aff6: Yes.
0x4b012: "
0x4b016: Eh?
0x4b01e: Yes
0x4b076: Ah
0x4b07a: "
0x4b082 :
0x4b0b2 :
0x4b0b6: "
0x4b0be: Ah
0x4b0ea: "Ah
0x4b0f2: Ah
0x4b0fa: Yes
0x4b116: "Ah
0x4b11a: Ah
0x4b122: Yes
0x4b17a: "
0x4b17e: Ah
0x4b186 :
0x4b196: Yes
0x4b1b2: "Ah
0x4b1c2: -ﾟ
0x4b1c6: A
0x4b1ca :
0x4b1ce: Uh
0x4b1d2: E
0x4b1d6: O
0x4b1da :
0x4b1de: Ki
0x4b1e2 :
0x4b1e6 :
0x4b1ea: N
0x4b322: -
0x4b326: A
0x4b32a: Yes
0x4b32e: Uh
0x4b332 :
0x4b44e: Satin
0x4b552:濂ﾛ
0x4b67e: Tsha
0x4b682 :
0x4b6d2 :
0x4b6d6: "
0x4b712 :
0x4b716: "
0x4b749: ì
0x4b751: Attack
0x4b759: >Ugly
0x4b7aa: ｜Gon
0x4b7ae: ｜變
0x4b81a: "
0x4b85a: "
0x4b8aa: "
0x4b8ce: ．Ta
0x4b98a: ιchi
0x4b99e: ” floating
0x4b9aa: ． ｰ
0x4ba62: "
0x4baa2: "
0x4baf2: "
0x4bbd6 :
0x4bbe6: ” average
0x4bbfe: ． ｰ
0x4bc02: Hiiragi
0x4bca5: Yo･
0x4bcc6: "
0x4bd6a: “Glue
0x4bd92: ． ｰ
0x4be45: Yo･
0x4be66: "
0x4bede: Sliding
0x4bf02 :
0x4bf2a: ． ｰ
0x4bfd6: "
0x4bfe6: -ﾟ
0x4bfea: A
0x4bfee :
0x4bff2: U
0x4bff6: E
0x4bffa: O
0x4bffe: K
0x4c002: K
0x4c006 :
0x4c00a: Yes
0x4c00e: Onu
0x4c012: N
0x4c0be: ､ｬ
0x4c0e2 :
0x4c162 :
0x4c1a1 :
0x4c1c2: Wow
0x4c1c6: Right
0x4c1ca: ｣
0x4c1d2: Ugh
0x4c1d6 :
0x4c222: -
0x4c32e:ｰﾟ
0x4c3a6: "
0x4c3b6: Ah
0x4c3ba :
0x4c3c2: Yes
0x4c3ca: " "
0x4c3d2 :
0x4c3da: Set
0x4c3de: Kaa
0x4c3e6: Oh
0x4c412: "
0x4c416 :
0x4c41a: Wow
0x4c41e: Thanks
0x4c42a: -ﾟ
0x4c42e: A
0x4c432: Yes
0x4c436: Uh
0x4c43a: E
0x4c43e: O
0x4c442 :
0x4c446: K
0x4c44a :
0x4c44e :
0x4c6a2: "
0x4c8ea:ｰﾟ
0x4c91a: -ﾟ
0x4c91e: A
0x4c922 :
0x4c926: Uh
0x4c92a: E
0x4c92e: O
0x4c932 :
0x4c981 :
0x4cb4a: -ﾟ
0x4cb96: -
0x4cb9a: A
0x4cb9e :
0x4cc14 : Wai Swamp
0x4cc60 :
0x4cc7c:ｰD
0x4cc90 :ﾘ
0x4cc98 : Wow
0x4cccc :ﾘ
0x4ccf0 : Res
0x4cd68 :
0x4cd88 :
0x4cdbc :
0x4cdf8 : Ugly
0x4ce00 : Wai
0x4ce0c :
0x4ce20 :
0x4ce50 :
0x4ce74 : Wow
0x4ce84 : Wau excess
0x4cedc: Mizu
0x4cee8 : Wow !
0x4cf08 :
0x4cf24 : Waaa
0x4cf50 : Wa
0x4cf5c : Waaaaaaaaaaaaaa
0x4cf90 :
0x4cf9e: "
0x4cfb4 :
0x4cfd0 :
0x4d03e: -ﾟ
0x4d042: A
0x4d046 :
0x4d04a: Uh
0x4d04e: E
0x4d052 :
0x4d056 :
0x4d05a :
0x4d10a: A
0x4d112: -
0x4d116 :
0x4d196: ､
0x4d329: Fu･
0x4d362: Uh
0x4d366: Ah
0x4d36a :
0x4d376: Ahh
0x4d382: "
0x4d38a: -ﾟ
0x4d38e: A
0x4d392 :
0x4d396: Uh
0x4d39a: Eh
0x4d39e: O
0x4d3a2 :
0x4d3f0 : Wa
0x4d400 : Whoa
0x4d460 : Wow
0x4d488 : Whoa
0x4d490 : Wai
0x4d4a8 : Whoa
0x4d4b0 : Waí juice
0x4d4fc : Waaaaaa
0x4d504 : Whoa
0x4d514 :
0x4d51b :
0x4d522: l 艱
0x4d53a: Ξ ,
0x4d68a: -ﾟ
0x4d68e :
0x4d736: Giri
0x4d743: Shape
0x4d79a: Ah
0x4d79e: "
0x4d7a6: Eh?
0x4d7aa: O」
0x4d7ae: Oh
0x4d7b6: -"
0x4d7de: Ah
0x4d7e6: Eh?
0x4d7ee: -"
0x4d7f2 :
0x4d81e: Ah
0x4d822: Eh?
0x4d82e: -"
0x4d859: >10
0x4d8b4: 𡷠･
0x4d8da: "Ah
0x4d8de: ｣
0x4d8e6: -"
0x4d8f2: -ﾟ
0x4d8f6: A
0x4d8fa :
0x4d8fe: Uh
0x4d902: E
0x4d906: O
0x4d90a :
0x4d90e: K
0x4d912 :
0x4d916 :
0x4d9fa: Te
0x4da06 :
0x4da0a: To
0x4da16 :
0x4da22 :
0x4da2e: Huh
0x4da3a :
0x4da46: To
0x4da4e :
0x4da5a :
0x4da76 :
0x4da9a:ｰﾟ
0x4dab2:ｰﾟ
0x4dab6: A
0x4daba :
0x4dabe: Uh
0x4dac2: E
0x4dac6: O
0x4daca :
0x4dace: K
0x4dad2 :
0x4db2a :
0x4dbc2: ･ｯ
0x4dbf2: Wow
0x4dbf6: Right
0x4dbfe: Uh
0x4dc18: Miho
0x4dc42: "
0x4dc4a: ･」
0x4dc52: " "
0x4dc62: "
0x4dcd2: Ahh
0x4dcde: "
0x4dcee :
0x4dcf2: " "
0x4dcf6 :
0x4dcfa :
0x4dcfe: ｣
0x4dd06: Eh
0x4dd16:ｰﾟ
0x4dd1a: A
0x4dd1e :
0x4dd22: Uh
0x4dd26: E
0x4dd2a: O
0x4dd2e: Ka
0x4dd32: K
0x4dd36 :
0x4dd3a :
0x4dd9a: "
0x4ddee: ､ｯ
0x4ddf6: "
0x4de1a: ､
0x4de22: ･ｯ
0x4de2a: ”Soup
0x4de5e: , quasi-
0x4deba: "Ah
0x4dec2 :
0x4dece: " "
0x4ded2: "
0x4ded6: "
0x4def6: Ah
0x4defa: A attack
0x4df12 :
0x4df36: Autumn
0x4df51: Kumi
0x4df5a: Wah
0x4df66: Kya
0x4df7e: Ahh
0x4df82: Yes
0x4df8a: Ah」
0x4df96 :
0x4dfa2: ” quasi
0x4dfc8:ｰMa･
0x4dfe2: Wah
0x4dfe6: Kya
0x4dfea: Yes.
0x4dfee :
0x4dff6: Ka
0x4dffa: Standard
0x4e01e: "Juice
0x4e036: Tokick
0x4e045: Mini
0x4e056: "
0x4e062: ” Shuu
0x4e082: Wah
0x4e08e: Oh
0x4e0a6: Yes
0x4e0aa: Ka
0x4e0b6: "
0x4e0f4:ｰMa･
0x4e10a: Wah
0x4e10e: Oh
0x4e112: Yes
0x4e116 :
0x4e11e: "
0x4e122: ”
0x4e165: Menu
0x4e1ba: "Ah
0x4e1c2 :
0x4e216: "
0x4e222 :
0x4e22e: Juice
0x4e269: ≦ So
0x4e2e2: , juice
0x4e366: Ah
0x4e36e: Yeah
0x4e39e: Ah
0x4e3a6: Yeah
0x4e3aa: "
0x4e3b2: O
0x4e402:ｦShuu
0x4e412: Yeah
0x4e41a: Ah
0x4e44a: Ah
0x4e452: Yeah
0x4e456: "
0x4e45e: O"
0x4e4e6: " "
0x4e4ea: 」」
0x4e4f2: Ah
0x4e500: MiMa
0x4e51a: V % 0na
0x4e52a: , Shuu
0x4e54a: Wow
0x4e54e: "
0x4e552 :
0x4e556: O
0x4e55a: Ah
0x4e55e :
0x4e566 :
0x4e574: Tama
0x4e5ae: "
0x4e5b2: Ah
0x4e5b6 :
0x4e5ba: Ah」
0x4e5be: 」」
0x4e5c6 :
0x4e5e9: Meme
0x4e60a: "
0x4e616 :
0x4e61a: ” Introduction
0x4e652: , Sou
0x4e66a: "Ah
0x4e676 :
0x4e67e :
0x4e6e6: "
0x4e6ea :
0x4e6ee: ･」
0x4e6f2 :
0x4e6fa: ･」
0x4e76a: "
0x4e778: -Hi
0x4e78e: "
0x4e796 :
0x4e79e:ｰﾟ
0x4e7ac: Die
0x4e7c2: Ah
0x4e7ca: Ahh
0x4e7ce: -ﾟ
0x4e7d2: A
0x4e7d6 :
0x4e7da: Uh
0x4e7de: E
0x4e7e2: O
0x4e7e6 :
0x4e7ea: Key
0x4e7ee: sek
0x4e7f2 :
0x4e85e: ｣
0x4e86a: "Ah
0x4e86e: “So
0x4e88a: "
0x4e892 :
0x4e8ba: Ah
0x4e8be: ”
0x4e8d6: "Ah
0x4e8e2: -ﾟ
0x4e8e6: A
0x4e8ea :
0x4e935: M
0x4e93e :
0x4e956 :
0x4e992: Soft
0x4ea1a :
0x4ea3a :
0x4ea3e:ｰﾟ
0x4ea89: Mehe
0x4eaea :
0x4eb26 :
0x4eba9: Mene
0x4ebd0 : Wai
0x4ec8f :
0x4ecd5: Meto
0x4ed0d: Meto
0x4ed3d: Menu
0x4ed76: ”
0x4ed96 :
0x4eda4 : Wai decoration
0x4edd4 : Waa
0x4edec : Wai excess
0x4edfe:ｰﾟ
0x4ee02: A
0x4ee06: Yes
0x4ee0a: Uh
0x4ee0e: E
0x4ee12: O
0x4ee16: K
0x4ee1a: K
0x4ee1e :
0x4ee2c : Standard
0x4ee55: M
0x4ee82: "
0x4ee94 : Wai
0x4eec8 : Waï
0x4eefe :
0x4ef1a: -ﾟ
0x4ef1e: A
0x4ef22: Yes
0x4ef26 :
0x4ef8d: Mem
0x4efca:ｰﾟ
0x4efce: A
0x4efd2 :
0x4efd6: Uh
0x4efda: Eh
0x4efde: O
0x4efe2 :
0x4efe6 :
0x4f202: "
0x4f21a: ､ｬ
0x4f21e: "
0x4f2c4 : Wa
0x4f2d0 : Wai various
0x4f2dc : Wa
0x4f31c : Wa
0x4f47c :
0x4f4b0 : Wai
0x4f4e4 : Wai
0x4f5b0 : Wa
0x4f6a4 : Standard
0x4f830: Wai - sho
0x4f87f: Yoni
0x4fa5c : Wa
0x4fb44 : Standard
0x4fb65: M-language
0x4fb8c : Waï
0x4fbbc : Wai
0x4fbc4 : Wai Tatami
0x4fbf8 : Wa
0x4fc30 : Wa
0x4fc68 : Wa
0x4fd04 : Wai Business
0x4fd18 : wað surplus
0x4fd38 : Wa
0x4fd40 : Wai
0x4ff17 :
0x4ff8c : Wa
0x4ffbb :
0x50026: -
0x5002a: A
0x5002e: Yes
0x50032: Uh
0x50036: Eh
0x5003a :
0x50091: ≦ So
0x500a2 :
0x5015b: Disaster
0x501ae: "
0x5021d :
0x50266: Right
0x5026a: Wow
0x5026e: Yeah
0x50272: Ahh
0x5027a: "
0x5028e: ､
0x5029a :
0x502aa: ｣ Company Game
0x50336 :
0x5033e: E
0x50346: "
0x5034a: Company
0x50372 :
0x5037a: Eh
0x50386: "
0x503ae: Wow
0x503b6: "Ah
0x503ba :
0x503be: Yeah
0x503c6: Eh
0x503ee: ･a
0x503f6 :
0x503fa: "
0x503fe: Yes
0x50406: Eh
0x5040a :
0x50432: "
0x50446 :
0x50450: Mike
0x5047e: "
0x50482: Ahh
0x50486: Ah
0x5048a: "
0x50492: Yes
0x504b1 :
0x504f2: Right
0x504f6: Wow
0x504fa: Yes
0x504fe: Ahh
0x50506: "
0x5051c: Mii
0x5053d: Ha
0x50562: "
0x5056a: Eh
0x50572 :
0x505c6: Ah
0x505ca :
0x505ce: "Ah
0x505d6: Eh
0x505dc : Wai
0x5062a :
0x5062e: "
0x50632: "
0x50636: "
0x5063e: E」 Waí
0x5066d: Ha
0x5068a: , Sou
0x506aa: ､
0x506ca: Ahh
0x506d2: ･a
0x50722: "
0x5072c: Mii
0x507c0: Miya
0x507d2: Yes
0x507da: Eh
0x507e2: "
0x50804: Mii
0x50832: Right
0x50836: Wow
0x5083a: Yes
0x5083e: Ahh
0x50846: " "
0x50896: " "
0x5089a: Ahh
0x508a2: Ah
0x508ac : Wai
0x508dc: Mi
0x508e9: M
0x50912 :
0x5091a: Eh
0x50922: "
0x50956: Ah
0x5095a: "
0x5095e :
0x50962 :
0x5096a :
0x5097c: Mike
0x5099a :
0x509a2: Eh
0x509aa: "Ah
0x509ca :
0x509d2: Eh
0x509da: "Ah
0x509fa :
0x50a02: Eh
0x50a0a: "
0x50a2e: Wah
0x50a56: "
0x50a5a :
0x50a62: "
0x50a6e: Wow
0x50a7a: -ﾟ
0x50a7e: A
0x50a82: Yes
0x50a86: Uh
0x50a8a: E
0x50a8e: O
0x50a92 :
0x50a96: K
0x50a9a :
0x50a9e :
0x50af6: -ﾟ
0x50afa: A
0x50afe :
0x50b7b :
0x50b7f :
0x50c0e: A
0x50c16: -
0x50c1a :
0x50c26: ł
0x50cb7: Yone
0x50cc2: -
0x50cc6 :
0x50d0e: Yes
0x50d9b :
0x50e20 : -⏀
0x50e80 : Wai
0x50ef8: Miku
0x51020 : Excess
0x51080 : Wai
0x51132: -
0x51136: A
0x5113a: Yes
0x5113e: Uh
0x51142: Eh
0x51146: O
0x5114a :
0x5127e: Ah
0x51282 :
0x51286: Yes
0x5128a: "Ah
0x5128e: "
0x512c6: -
0x512ca: A
0x512ce :
0x512d2: Uh
0x512d6: Eh
0x512da: O
0x512de: Ka
0x512e2: K
0x512e6 :
0x51326: -
0x513dc: Bolt・
0x513f2: "Ahhh
0x513fa: ｣
0x51460 : Standard
0x51480 : Standard
0x514dc : Award Standard
0x51501 : Meъ
0x51524 : Waï
0x5152c : Award
0x51554: Sorry...
0x5157e: "Ahhh
0x51586 :
0x5158a: -ﾟ
0x5158e: A
0x51592: Yes
0x51596: Uh
0x5159a: Eh
0x5159e: O
0x515a2 :
0x515b0 : Wai floor
0x515de:ｰﾟ
0x5163a:ｰﾟ､
0x51662 :
0x5166e: "
0x5168f :
0x516aa :
0x516ba :
0x516cf :
0x516dc: Once upon a time
0x516fe: “Quasi
0x51716: "
0x5177e :
0x51782: "Ah
0x51786 :
0x5178a: "
0x5178e :
0x5179a: Ah
0x5179e: Ahh
0x517a6 :
0x517ce: ｣
0x517d2 :
0x517d6 :
0x517de :
0x517e2: -ﾟ
0x517e6: A
0x517ea :
0x5184e: Gima
0x518ba: Mumhe
0x518c5 : ♀swamp
0x5190e: "
0x5191e: ､
0x51982: "
0x51992: Wow
0x5199e: "
0x519c2: "
0x519d2 :
0x519d6 :
0x519de: “Kei
0x519f1: Fu
0x51a1a: "
0x51a34: ◑ ･
0x51a86 :
0x51a8e: ･a
0x51ab1: Me･
0x51ace: ･a
0x51ad2 :
0x51ad6: ･Inn
0x51aea: "
0x51afa: 」」
0x51afe: "
0x51b06: "
0x51b31: Fu
0x51b5a: "
0x51b74: ◑ ･
0x51bc6 :
0x51bce: ･a
0x51bf1: Me･
0x51c0e: ･a
0x51c12 :
0x51c26: " "
0x51c2e: ｣
0x51c32 :
0x51c36: "
0x51c3a: Kika
0x51c5a: ” Sou
0x51cd2: Kya
0x51ce2 :
0x51cea: Ah
0x51cfa: "
0x51d02: "
0x51d42: ､ｯｯｯ
0x51d9e: Wow
0x51daa :
0x51dae: Ugh
0x51db6: " "
0x51dee: Kya
0x51dfe :
0x51e06: Cat
0x51e1e: "
0x51e26: "
0x51e66: ､ｯｯｯ
0x51eba: Wow
0x51ec6: Eh
0x51eca: " "
0x51ece: Eh"
0x51ed6: Ah
0x51f06: Kya
0x51f10: % 0
0x51f26: Wow
0x51f2a: Ah
0x51f3e: "
0x51f46: "
0x51f4e: "
0x51f52: " "
0x51f56: Eh?
0x51f5e: E
0x51f72: ”smell
0x51f82 :
0x51f8a: ､
0x51f8e: -ﾟ
0x51f92: A
0x51f96: Yes
0x51f9a: Uh
0x51f9e: E
0x51fa2: O
0x51fa6 :
0x51faa: K
0x51fae :
0x51fb2 :
0x520fe: Whaaa?
0x52122: -
0x52126: A
0x5212a: Yes
0x5212e: Uh
0x52132: Eh
0x52136 :
0x5227a :
0x5229a :
0x522aa :
0x5231a :
0x52326 :
0x52336 :
0x5236a :
0x5238f : Warning
0x52772: -
0x52776: A
0x5277a :
0x527c4: Cough
0x5280e :
0x52816: ･a
0x52832 :
0x52836 :
0x5283a :
0x52842: ･
0x52856: Ah
0x5285a: Ah
0x5285e: A
0x52862: " "
0x5287e: -ﾟ
0x52882: A
0x52886: Yes
0x5288a: Uh
0x5288e: E
0x52892: O
0x52896 :
0x5289a: K
0x5289e :
0x528ed :
0x528f0 : Wai Castle
0x5296a: Death
0x5298a :
0x52a22: -
0x52ad6: -
0x52ade: O
0x52aea: A
0x52af2: Yes
0x52afa: Uh
0x52b02: E
0x52b06 :
0x52b0a: K
0x52b0e :
0x52b12 :
0x52b5e :
0x52b74: -｡
0x52bc2: death
0x52c30: Wa - juice
0x52c6e: -ﾟ
0x52c7a: A
0x52c86: Yes
0x52c8e: K
0x52c9a: Uh
0x52c9e: E
0x52ca2: O
0x52ca6 :
0x52caa :
0x52cae :
0x52d2a: Yes
0x52d3a: O
0x52d42: -
0x52d46: A
0x52d4e: Uh
0x52d56: Eh
0x52d5e: K
0x52d62: K
0x52d66 :
0x52d6a :
0x52e18: Wa - juice
0x52e56: A
0x52e62: Yes
0x52e6e: Uh
0x52e76: -ﾟ
0x52e82: E
0x52e86: O
0x52e8a :
0x52e8e: K
0x52e92 :
0x52e96 :
0x52ede: To Lost
0x52ef4: -.
0x52f7c : Wa
0x52fae: death
0x52fd6: To Four
0x53016: -
0x53026: Death
0x5309e: -ﾟ
0x530a2: A
0x530a6: Yes
0x530aa: Uh
0x530ae: E
0x530b2: O
0x530b6 :
0x530ba: K
0x530be :
0x530c2 :
0x530db :
0x5324f :
0x532fe:ｰﾟ
0x53302: A
0x53306: Yes
0x5330a: Uh
0x5330e: E
0x53312: O
0x53316 :
0x5331a: K
0x5331e :
0x53513 :
0x53602 :
0x537b2: That's so sad
0x537da :
0x537ee :
0x5380a: “Five
0x5380e :
0x5381a: "
0x53836: ､
0x5383a :
0x53880: Ta.
0x53908: E.N.
0x53976: ",
0x5397e :
0x539b2 :
0x53a46 :
0x53a4a: A
0x53a4e :
0x53aaa: ･ｯ
0x53ab6: -
0x53acd: Fu･
0x53ae6: “Juice
0x53b06: "
0x53b0a :
0x53b0e: Ah」
0x53b12: Ugh
0x53b1a :
0x53b41: Fu
0x53b52: “Juice
0x53b72: "
0x53b76: Ah
0x53b7a: Ah
0x53b7e: Right
0x53b86 :
0x53bbe: “So
0x53c20 : Standard
0x53c70: -｡
0x53cb1: Fu
0x53cc6: ” surplus
0x53cee: , quasi
0x53d06 :
0x53d0a :
0x53d0e: "
0x53d12 :
0x53d16: Ah
0x53d1e: Wow
0x53d22: -
0x53d26: A
0x53d2a: Yes
0x53d2e: Uh
0x53d32: E
0x53d36: O
0x53d3a :
0x53d3e: K
0x53d42 :
0x53d46 :
0x53dae:ｰﾟ
0x53dc6: Te Lost
0x53e0a: 2nd limit
0x53e16: Death
0x53e66: Death
0x53eca: death
0x5403a: -ﾟ
0x5403e: A
0x54042: Yes
0x54046: Uh
0x5404a: Eh
0x5404e: O
0x54052 :
0x54056: K
0x5405a :
0x5405e :
